order_id,customer_id,restaurant_id,partner_id,order_time,delivered_time,order_amount,delivery_fee,status
3925,448,45,23,2024-03-05 15:00:44,2024-03-05 15:44:44,708.35,49.94,Delivered
3926,461,57,24,2024-04-05 22:03:27,2024-04-05 23:30:27,1389.76,36.99,Delivered
3927,456,36,63,2024-09-25 06:04:25,2024-09-25 06:57:25,583.76,40.31,Delivered
3928,327,80,55,2024-01-26 23:23:00,2024-01-26 23:48:00,641.0,47.35,Delivered
3929,246,6,131,2024-10-30 10:15:27,,478.19,50.11,Pending
3930,170,34,57,2023-08-20 14:17:47,2023-08-20 15:06:47,588.82,36.42,Delivered
3931,182,15,48,2024-09-29 02:31:33,,1054.16,29.44,Cancelled
3932,517,58,17,2023-01-04 23:14:21,,855.18,20.48,Cancelled
3933,430,80,75,2023-10-24 12:32:14,2023-10-24 13:46:14,80.98,24.98,Delivered
3934,218,62,104,2023-07-21 14:29:37,,472.21,31.52,Cancelled
3935,126,85,190,2024-11-15 13:22:59,2024-11-15 13:52:59,684.96,19.31,Delivered
3936,347,6,194,2023-07-04 15:47:24,2023-07-04 16:58:24,1072.23,58.95,Delivered
3937,419,91,129,2024-07-06 05:11:59,2024-07-06 05:39:59,986.63,55.15,Delivered
3938,807,39,32,2023-09-01 18:41:57,2023-09-01 20:07:57,935.09,20.74,Delivered
3939,866,70,107,2024-07-09 02:01:07,2024-07-09 03:12:07,81.8,50.75,Delivered
3940,324,96,1,2024-08-18 07:06:23,,317.64,26.94,Cancelled
3941,198,67,3,2023-03-24 06:38:28,2023-03-24 07:01:28,177.38,52.78,Delivered
3942,877,60,25,2024-02-25 23:11:15,2024-02-25 23:42:15,1373.93,37.95,Delivered
3943,937,84,24,2024-04-09 06:37:59,2024-04-09 07:34:59,942.77,48.54,Delivered
3944,936,52,161,2024-09-01 06:28:03,2024-09-01 07:35:03,131.38,27.81,Delivered
3945,98,86,190,2024-09-21 13:55:20,2024-09-21 14:43:20,1263.31,38.82,Delivered
3946,84,65,111,2024-09-09 11:00:17,2024-09-09 12:23:17,189.06,10.39,Delivered
3947,319,79,38,2024-04-09 01:11:38,,1084.13,47.56,Pending
3948,871,72,184,2024-08-29 22:35:58,2024-08-29 23:41:58,104.53,55.92,Delivered
3949,615,55,22,2023-04-30 09:08:34,2023-04-30 09:56:34,374.7,17.02,Delivered
3950,287,74,91,2023-05-07 18:08:42,,139.77,53.58,Cancelled
3951,828,34,11,2024-06-01 02:01:09,2024-06-01 02:27:09,1420.01,51.34,Delivered
3952,693,10,121,2024-01-21 06:36:28,2024-01-21 07:42:28,821.45,27.44,Delivered
3953,460,33,139,2023-01-06 08:43:10,,647.19,13.41,Cancelled
3954,970,24,107,2024-09-04 19:53:58,,1103.56,42.48,Cancelled
3955,398,76,95,2023-02-27 00:52:20,2023-02-27 02:06:20,531.56,43.69,Delivered
3956,121,71,111,2023-02-07 08:01:13,2023-02-07 08:29:13,849.7,54.96,Delivered
3957,135,86,182,2024-05-16 00:58:20,2024-05-16 01:47:20,1322.22,40.73,Delivered
3958,227,26,16,2023-05-22 10:46:11,2023-05-22 11:47:11,587.19,53.74,Delivered
3959,508,75,185,2024-12-11 21:58:08,2024-12-11 22:35:08,164.59,49.4,Delivered
3960,810,37,170,2023-09-22 17:47:09,2023-09-22 19:02:09,868.06,44.38,Delivered
3961,867,14,6,2024-11-15 15:51:01,2024-11-15 17:00:01,979.24,38.54,Delivered
3962,561,7,74,2023-10-07 02:01:39,2023-10-07 02:24:39,568.17,14.45,Delivered
3963,51,28,109,2023-01-05 13:43:07,2023-01-05 15:09:07,253.88,49.3,Delivered
3964,965,89,143,2024-08-20 01:13:16,2024-08-20 01:34:16,439.51,47.36,Delivered
3965,860,6,139,2024-06-28 20:20:04,2024-06-28 20:49:04,1062.34,34.98,Delivered
3966,40,100,142,2024-10-15 01:16:46,2024-10-15 02:06:46,467.91,38.2,Delivered
3967,580,46,8,2024-09-29 02:08:18,,96.41,44.01,Cancelled
3968,341,65,9,2023-11-18 12:58:37,2023-11-18 13:34:37,1063.08,32.84,Delivered
3969,443,77,143,2023-06-21 05:16:22,2023-06-21 06:45:22,1378.66,27.42,Delivered
3970,499,34,37,2024-04-17 13:11:07,2024-04-17 14:06:07,191.01,17.15,Delivered
3971,17,38,159,2023-10-06 21:51:41,2023-10-06 23:09:41,1400.48,59.84,Delivered
3972,442,23,81,2024-10-20 15:20:37,2024-10-20 16:04:37,1037.77,41.36,Delivered
3973,416,97,100,2024-04-14 18:39:23,2024-04-14 19:09:23,1326.95,50.32,Delivered
3974,99,51,74,2024-01-20 18:20:55,2024-01-20 18:57:55,824.7,41.5,Delivered
3975,301,87,183,2023-10-19 12:33:44,2023-10-19 13:59:44,534.64,55.33,Delivered
3976,802,88,100,2023-04-11 13:37:48,2023-04-11 14:54:48,1439.39,14.24,Delivered
3977,397,18,197,2024-07-12 14:07:14,2024-07-12 15:36:14,646.6,10.39,Delivered
3978,612,67,33,2023-07-29 18:26:17,2023-07-29 19:37:17,1324.1,39.72,Delivered
3979,805,87,106,2024-01-11 05:57:03,2024-01-11 06:22:03,257.41,28.48,Delivered
3980,510,96,126,2024-09-30 02:14:37,2024-09-30 03:11:37,143.62,13.15,Delivered
3981,958,64,34,2023-06-10 05:22:13,2023-06-10 05:53:13,1097.85,17.38,Delivered
3982,184,26,88,2023-04-28 13:46:13,2023-04-28 14:49:13,1255.48,29.51,Delivered
3983,534,42,191,2024-10-12 01:16:16,2024-10-12 02:42:16,1269.51,25.44,Delivered
3984,65,58,47,2023-03-25 21:16:30,2023-03-25 22:22:30,1437.22,12.83,Delivered
3985,9,81,93,2024-12-06 09:56:18,2024-12-06 10:45:18,549.25,48.38,Delivered
3986,122,66,70,2023-10-16 12:38:38,,103.65,40.63,Cancelled
3987,236,37,170,2023-04-27 01:16:20,2023-04-27 02:07:20,292.18,46.28,Delivered
3988,7,78,22,2024-11-16 23:53:02,,1388.33,38.93,Cancelled
3989,911,96,58,2024-07-17 12:59:56,2024-07-17 13:32:56,1205.82,23.86,Delivered
3990,818,10,72,2024-10-31 15:04:26,2024-10-31 15:27:26,1226.57,36.91,Delivered
3991,525,29,68,2024-06-23 13:31:38,,1046.9,41.76,Cancelled
3992,494,76,196,2024-02-27 12:44:13,2024-02-27 13:23:13,1058.63,25.19,Delivered
3993,99,15,110,2024-12-23 18:53:50,2024-12-23 20:20:50,289.13,14.64,Delivered
3994,963,73,175,2024-11-30 23:36:35,2024-12-01 01:02:35,194.75,15.45,Delivered
3995,44,88,146,2023-10-25 09:08:45,2023-10-25 09:47:45,1303.35,18.13,Delivered
3996,475,67,198,2024-04-23 21:21:47,2024-04-23 22:36:47,1231.29,43.96,Delivered
3997,485,58,73,2024-08-25 23:18:57,2024-08-26 00:22:57,1310.92,30.85,Delivered
3998,308,65,134,2024-02-19 03:18:58,2024-02-19 03:56:58,357.5,47.86,Delivered
3999,642,20,81,2023-08-30 10:02:15,2023-08-30 10:59:15,1141.95,16.41,Delivered
4000,335,15,18,2024-11-29 07:15:06,2024-11-29 08:34:06,1457.4,43.98,Delivered
4001,567,4,85,2023-02-05 18:39:59,2023-02-05 19:30:59,437.51,28.28,Delivered
4002,540,24,131,2024-01-02 09:37:48,2024-01-02 10:17:48,90.1,23.1,Delivered
4003,446,49,97,2024-07-04 09:05:57,,835.83,37.02,Pending
4004,307,42,181,2024-06-24 19:54:41,2024-06-24 21:18:41,714.38,46.15,Delivered
4005,641,61,81,2023-06-11 06:04:43,2023-06-11 06:33:43,1051.3,51.08,Delivered
4006,400,72,93,2024-04-14 06:40:48,2024-04-14 07:24:48,225.87,48.86,Delivered
4007,406,17,25,2024-05-25 01:09:36,,762.69,24.78,Cancelled
4008,85,33,68,2023-06-20 18:37:53,2023-06-20 18:57:53,982.51,16.09,Delivered
4009,84,36,74,2023-10-04 02:28:42,2023-10-04 03:06:42,919.05,53.36,Delivered
4010,314,46,182,2023-12-25 08:23:20,2023-12-25 09:22:20,465.13,20.24,Delivered
4011,815,79,123,2023-03-17 02:19:59,2023-03-17 02:54:59,1050.61,28.12,Delivered
4012,249,36,149,2024-12-25 13:20:23,2024-12-25 14:37:23,313.77,31.61,Delivered
4013,30,12,7,2024-08-05 13:06:42,2024-08-05 13:31:42,1139.76,49.59,Delivered
4014,302,39,154,2024-04-10 18:17:32,2024-04-10 19:40:32,597.3,45.57,Delivered
4015,834,71,184,2023-11-18 01:30:33,2023-11-18 01:58:33,1121.8,36.17,Delivered
4016,955,61,132,2023-11-10 09:14:34,2023-11-10 09:40:34,1426.2,59.8,Delivered
4017,134,15,94,2024-03-20 19:40:11,2024-03-20 20:19:11,788.78,22.76,Delivered
4018,941,29,132,2023-04-10 01:57:26,2023-04-10 03:19:26,1362.29,39.17,Delivered
4019,942,27,55,2023-04-02 06:49:22,2023-04-02 07:29:22,317.68,21.46,Delivered
4020,271,72,11,2024-12-22 20:52:45,2024-12-22 22:08:45,99.57,32.52,Delivered
4021,320,94,189,2024-11-12 21:03:05,2024-11-12 22:30:05,390.05,29.82,Delivered
4022,471,61,186,2024-10-28 19:38:58,2024-10-28 21:01:58,443.29,32.95,Delivered
4023,395,53,196,2023-10-02 09:05:56,2023-10-02 10:16:56,97.78,43.61,Delivered
4024,986,92,36,2023-05-06 20:54:35,,1290.55,16.01,Pending
4025,807,88,166,2024-02-23 11:19:39,2024-02-23 11:55:39,251.71,51.45,Delivered
4026,877,65,107,2024-11-03 00:42:52,2024-11-03 02:10:52,314.35,37.78,Delivered
4027,451,18,110,2023-07-23 01:22:16,2023-07-23 02:09:16,930.15,19.88,Delivered
4028,307,93,200,2023-10-07 17:44:31,2023-10-07 18:59:31,889.29,43.11,Delivered
4029,412,52,169,2023-11-05 10:20:32,,1340.17,37.15,Pending
4030,97,24,52,2023-07-16 00:36:07,2023-07-16 01:29:07,371.93,27.0,Delivered
4031,284,75,144,2023-03-13 03:01:56,,1452.55,42.89,Pending
4032,818,56,90,2023-03-18 04:18:22,2023-03-18 04:57:22,1452.96,19.07,Delivered
4033,399,96,61,2023-12-30 06:14:04,2023-12-30 06:45:04,752.85,45.38,Delivered
4034,728,93,58,2024-09-05 01:19:52,2024-09-05 02:27:52,438.44,57.48,Delivered
4035,706,53,187,2023-09-20 13:43:09,,1394.52,46.91,Cancelled
4036,826,81,182,2023-10-17 03:39:36,2023-10-17 04:32:36,317.03,41.13,Delivered
4037,773,26,27,2023-06-12 00:05:49,2023-06-12 01:17:49,354.66,44.47,Delivered
4038,509,23,126,2023-11-07 11:51:47,2023-11-07 13:10:47,687.29,34.62,Delivered
4039,582,27,93,2024-09-04 07:13:09,2024-09-04 08:27:09,182.1,51.67,Delivered
4040,498,33,153,2023-02-26 16:19:45,2023-02-26 17:23:45,392.48,50.7,Delivered
4041,983,71,168,2024-02-27 20:43:33,,334.4,49.33,Cancelled
4042,197,26,156,2024-04-16 10:02:04,2024-04-16 10:23:04,1045.0,34.5,Delivered
4043,373,4,9,2023-03-14 23:51:20,2023-03-15 00:20:20,196.44,40.49,Delivered
4044,539,1,79,2023-08-08 20:35:58,2023-08-08 21:18:58,1144.12,30.63,Delivered
4045,634,21,195,2023-02-27 22:22:45,2023-02-27 23:15:45,1489.81,40.19,Delivered
4046,885,93,135,2023-11-02 20:35:30,2023-11-02 21:07:30,1216.32,29.22,Delivered
4047,844,33,118,2024-06-30 20:10:38,2024-06-30 20:32:38,522.85,41.44,Delivered
4048,618,74,23,2023-09-24 03:01:51,2023-09-24 04:22:51,398.32,43.07,Delivered
4049,466,79,147,2023-10-23 20:18:19,2023-10-23 21:37:19,1026.16,29.36,Delivered
4050,38,75,173,2023-11-03 08:12:48,2023-11-03 08:47:48,143.98,19.06,Delivered
4051,186,56,79,2023-06-23 18:27:41,2023-06-23 19:09:41,161.13,35.45,Delivered
4052,580,57,41,2024-11-26 19:01:05,2024-11-26 19:55:05,1373.86,41.02,Delivered
4053,681,97,166,2023-10-10 18:07:27,2023-10-10 19:13:27,1379.31,32.2,Delivered
4054,787,63,120,2023-01-06 12:35:46,2023-01-06 13:10:46,244.2,26.78,Delivered
4055,99,60,174,2024-01-23 16:35:50,,968.0,19.14,Cancelled
4056,424,1,151,2023-11-26 08:07:45,2023-11-26 09:32:45,563.27,35.42,Delivered
4057,889,83,176,2024-03-03 10:16:47,2024-03-03 11:29:47,1151.14,11.75,Delivered
4058,352,87,155,2024-01-04 09:16:16,,1417.3,35.05,Pending
4059,491,76,76,2024-10-06 02:50:56,,1427.43,55.79,Pending
4060,421,36,70,2024-11-17 09:30:45,2024-11-17 10:53:45,152.51,29.13,Delivered
4061,406,64,169,2023-11-26 13:28:15,2023-11-26 14:32:15,924.23,50.42,Delivered
4062,754,43,133,2023-12-12 05:08:43,2023-12-12 06:17:43,626.72,22.96,Delivered
4063,272,57,191,2023-03-02 19:44:38,2023-03-02 20:48:38,582.09,41.42,Delivered
4064,282,57,65,2024-11-01 17:26:50,2024-11-01 18:26:50,999.84,45.85,Delivered
4065,25,100,94,2023-07-07 10:51:27,2023-07-07 12:07:27,783.12,40.03,Delivered
4066,743,35,174,2024-10-08 00:56:12,2024-10-08 02:23:12,947.82,25.74,Delivered
4067,639,34,86,2024-11-12 14:19:52,2024-11-12 14:42:52,416.57,50.24,Delivered
4068,568,5,198,2024-01-10 09:51:58,2024-01-10 11:18:58,90.35,21.48,Delivered
4069,747,69,96,2024-12-19 09:37:31,2024-12-19 10:48:31,904.09,19.33,Delivered
4070,254,53,154,2023-10-22 23:30:59,2023-10-23 00:28:59,1465.95,36.24,Delivered
4071,284,100,8,2024-01-04 17:23:44,2024-01-04 18:11:44,731.21,12.77,Delivered
4072,282,12,91,2023-01-02 00:22:55,2023-01-02 01:31:55,390.16,50.54,Delivered
4073,859,4,81,2023-03-22 06:45:56,2023-03-22 07:10:56,1219.08,53.97,Delivered
4074,529,30,137,2023-12-18 01:03:49,,372.49,54.54,Cancelled
4075,479,36,166,2023-11-28 16:37:29,,1062.15,59.89,Pending
4076,404,56,191,2023-01-30 00:07:07,2023-01-30 00:58:07,390.14,52.86,Delivered
4077,498,26,147,2024-04-26 01:10:09,2024-04-26 02:30:09,455.53,26.78,Delivered
4078,55,91,195,2024-03-23 01:19:44,,1241.79,13.49,Cancelled
4079,22,23,161,2024-01-15 23:57:53,2024-01-16 01:12:53,143.79,50.21,Delivered
4080,895,77,84,2023-03-31 07:28:11,2023-03-31 08:38:11,504.62,35.89,Delivered
4081,473,61,145,2024-05-07 07:46:30,2024-05-07 09:06:30,367.1,19.82,Delivered
4082,855,3,110,2023-03-09 17:26:01,2023-03-09 18:19:01,437.29,54.47,Delivered
4083,672,48,70,2024-07-02 05:20:09,2024-07-02 06:40:09,829.91,20.52,Delivered
4084,969,45,172,2024-08-11 06:58:53,2024-08-11 07:41:53,662.05,19.29,Delivered
4085,744,52,136,2024-01-01 08:21:16,2024-01-01 09:23:16,694.45,33.52,Delivered
4086,652,90,139,2024-06-12 07:50:53,2024-06-12 08:25:53,1416.84,39.99,Delivered
4087,737,52,25,2024-11-01 01:48:26,2024-11-01 02:35:26,889.38,16.37,Delivered
4088,260,47,154,2024-05-15 16:21:38,2024-05-15 17:47:38,1450.86,58.0,Delivered
4089,755,27,64,2024-01-22 23:40:08,2024-01-23 00:52:08,1407.95,32.29,Delivered
4090,711,65,200,2023-01-10 02:14:55,2023-01-10 03:36:55,901.87,47.92,Delivered
4091,772,52,165,2023-10-10 05:37:05,2023-10-10 06:12:05,1338.76,50.93,Delivered
4092,508,5,117,2024-02-14 21:13:58,2024-02-14 21:59:58,1161.12,44.04,Delivered
4093,544,94,69,2024-02-02 21:47:01,2024-02-02 22:32:01,1223.85,21.4,Delivered
4094,788,45,119,2023-06-15 11:51:06,2023-06-15 13:06:06,1400.17,26.43,Delivered
4095,695,1,75,2024-11-12 16:24:44,2024-11-12 17:17:44,960.67,33.96,Delivered
4096,630,2,49,2023-04-02 09:47:25,2023-04-02 11:04:25,866.8,50.96,Delivered
4097,680,50,66,2023-07-10 20:15:49,2023-07-10 20:45:49,687.79,47.21,Delivered
4098,640,65,69,2023-07-22 19:06:57,2023-07-22 20:00:57,1342.04,37.54,Delivered
4099,923,41,191,2024-04-01 10:05:56,,114.02,59.79,Pending
4100,35,60,161,2024-11-20 07:32:31,,698.71,52.24,Cancelled
4101,159,55,159,2024-04-30 10:44:31,2024-04-30 11:10:31,256.36,28.08,Delivered
4102,934,84,10,2024-11-29 05:19:26,2024-11-29 05:55:26,942.01,39.91,Delivered
4103,391,26,57,2023-01-17 13:38:04,,1372.56,27.91,Pending
4104,362,34,1,2023-07-10 03:52:19,2023-07-10 04:15:19,705.04,42.13,Delivered
4105,362,36,16,2024-09-16 17:26:08,2024-09-16 18:09:08,1049.32,20.42,Delivered
4106,121,19,161,2024-04-18 05:23:29,,385.3,37.92,Cancelled
4107,5,3,75,2023-04-10 10:31:07,2023-04-10 11:16:07,191.31,57.37,Delivered
4108,40,98,178,2024-10-25 13:44:35,,1405.26,16.32,Cancelled
4109,309,68,32,2024-08-30 05:06:10,2024-08-30 05:30:10,884.59,55.5,Delivered
4110,984,45,77,2024-02-17 04:42:59,2024-02-17 05:38:59,1086.52,20.88,Delivered
4111,455,97,125,2024-04-11 00:52:03,2024-04-11 02:09:03,1336.67,39.35,Delivered
4112,767,20,70,2024-10-07 11:28:44,2024-10-07 12:30:44,986.08,26.37,Delivered
4113,108,48,22,2024-02-21 03:44:23,2024-02-21 04:24:23,770.15,52.98,Delivered
4114,528,18,112,2024-12-24 17:58:01,,1289.77,39.34,Cancelled
4115,101,65,88,2023-05-24 10:25:18,2023-05-24 11:31:18,598.48,33.35,Delivered
4116,541,68,170,2024-07-16 04:56:07,2024-07-16 05:26:07,557.89,26.92,Delivered
4117,55,66,32,2024-03-22 18:16:20,2024-03-22 19:30:20,1113.66,52.62,Delivered
4118,866,39,68,2024-07-30 03:03:33,2024-07-30 04:27:33,723.95,15.17,Delivered
4119,16,91,196,2023-08-17 11:44:54,2023-08-17 13:09:54,867.26,39.26,Delivered
4120,731,42,189,2023-01-24 15:36:35,2023-01-24 17:01:35,892.39,42.72,Delivered
4121,729,38,11,2023-07-04 08:05:51,2023-07-04 09:07:51,118.0,56.64,Delivered
4122,953,47,89,2024-08-31 20:06:11,,933.89,50.0,Cancelled
4123,378,43,131,2024-02-01 17:37:21,2024-02-01 18:06:21,1299.5,35.39,Delivered
4124,680,20,115,2023-12-07 16:49:44,2023-12-07 17:51:44,506.04,48.38,Delivered
4125,509,64,70,2023-10-17 00:31:08,2023-10-17 01:14:08,605.31,53.97,Delivered
4126,223,66,115,2023-04-26 06:05:32,2023-04-26 07:01:32,1126.06,50.61,Delivered
4127,611,61,158,2023-01-30 22:23:26,,780.71,45.53,Cancelled
4128,915,47,154,2023-08-09 18:01:48,2023-08-09 19:31:48,1261.62,38.46,Delivered
4129,473,34,185,2024-10-18 16:21:54,2024-10-18 16:54:54,699.66,16.63,Delivered
4130,350,54,169,2024-10-18 16:24:38,2024-10-18 17:46:38,246.73,26.49,Delivered
4131,352,4,44,2024-08-26 03:26:32,2024-08-26 04:43:32,691.91,23.18,Delivered
4132,22,49,78,2023-04-07 06:07:39,2023-04-07 06:46:39,1374.0,59.29,Delivered
4133,696,62,102,2023-10-07 23:12:59,2023-10-07 23:57:59,1223.48,57.1,Delivered
4134,972,15,178,2024-05-02 11:35:35,,472.35,34.82,Cancelled
4135,839,7,15,2023-09-21 07:08:06,2023-09-21 08:04:06,1443.74,26.82,Delivered
4136,297,46,92,2024-04-28 11:59:57,2024-04-28 13:02:57,1340.58,28.18,Delivered
4137,192,16,109,2024-03-09 14:24:52,,369.02,49.72,Cancelled
4138,496,90,196,2023-11-19 00:56:00,2023-11-19 02:09:00,802.74,38.02,Delivered
4139,365,98,2,2023-08-23 04:46:52,2023-08-23 05:17:52,122.56,30.87,Delivered
4140,301,26,21,2024-01-03 21:27:50,2024-01-03 21:58:50,606.19,26.48,Delivered
4141,329,99,41,2023-03-14 14:46:28,2023-03-14 16:04:28,907.96,21.15,Delivered
4142,909,6,200,2024-12-29 16:00:01,2024-12-29 16:51:01,1315.88,43.41,Delivered
4143,537,74,133,2024-01-29 03:54:17,,577.37,43.96,Pending
4144,35,48,96,2024-09-05 15:41:52,2024-09-05 17:11:52,359.6,13.91,Delivered
4145,862,27,45,2023-02-03 22:49:20,2023-02-03 23:29:20,656.37,12.42,Delivered
4146,195,88,174,2024-07-23 18:41:36,2024-07-23 19:31:36,1084.81,57.02,Delivered
4147,512,76,11,2023-05-24 15:32:58,2023-05-24 15:52:58,1025.28,54.47,Delivered
4148,652,58,133,2023-05-12 16:49:19,2023-05-12 17:17:19,874.63,40.75,Delivered
4149,291,58,134,2023-03-19 03:49:33,2023-03-19 05:01:33,1177.55,31.61,Delivered
4150,904,35,35,2024-07-28 02:43:18,2024-07-28 03:04:18,852.02,24.95,Delivered
4151,191,38,48,2024-07-30 23:52:27,2024-07-31 01:03:27,697.65,34.04,Delivered
4152,836,53,79,2023-08-02 10:54:08,2023-08-02 11:17:08,445.87,42.41,Delivered
4153,701,98,43,2024-08-14 13:43:39,2024-08-14 15:06:39,930.96,31.7,Delivered
4154,609,84,84,2024-02-07 13:29:54,2024-02-07 14:00:54,1050.0,37.48,Delivered
4155,876,39,70,2024-04-18 07:44:22,2024-04-18 08:25:22,521.76,36.32,Delivered
4156,314,33,99,2024-09-25 09:02:32,2024-09-25 09:49:32,1475.52,38.45,Delivered
4157,256,12,84,2023-09-14 12:53:15,2023-09-14 14:08:15,652.79,42.68,Delivered
4158,286,2,40,2024-05-01 16:46:07,2024-05-01 17:54:07,1204.98,39.17,Delivered
4159,569,73,97,2023-07-28 08:53:45,2023-07-28 10:02:45,634.47,43.38,Delivered
4160,66,16,170,2024-02-22 16:50:34,2024-02-22 17:33:34,1272.49,38.83,Delivered
4161,249,86,198,2024-05-19 19:30:26,2024-05-19 20:07:26,458.13,38.01,Delivered
4162,925,7,58,2023-12-30 06:45:13,2023-12-30 07:31:13,407.17,45.35,Delivered
4163,55,50,173,2024-07-07 06:12:27,,369.33,30.68,Cancelled
4164,724,67,84,2024-01-21 01:52:01,2024-01-21 03:16:01,427.34,56.41,Delivered
4165,336,75,99,2024-06-17 05:01:40,2024-06-17 06:02:40,1039.61,32.47,Delivered
4166,840,86,96,2024-10-03 07:41:31,2024-10-03 08:59:31,793.43,38.08,Delivered
4167,908,46,87,2023-02-22 02:54:23,2023-02-22 03:30:23,1381.52,41.86,Delivered
4168,435,34,164,2023-07-18 09:54:02,2023-07-18 10:47:02,385.07,30.71,Delivered
4169,479,5,95,2023-11-16 07:12:51,2023-11-16 07:45:51,442.61,31.72,Delivered
4170,258,33,46,2023-02-02 20:44:00,2023-02-02 21:11:00,494.41,14.39,Delivered
4171,442,57,65,2023-12-21 02:50:09,2023-12-21 03:22:09,1308.95,16.86,Delivered
4172,85,81,148,2023-03-13 23:50:04,2023-03-14 01:17:04,573.59,57.2,Delivered
4173,349,53,96,2024-05-02 06:38:33,,414.31,25.83,Cancelled
4174,328,7,140,2023-03-10 00:48:30,,1484.23,55.62,Cancelled
4175,727,73,129,2024-11-05 05:16:53,,1356.64,30.54,Pending
4176,191,63,172,2024-04-04 01:51:21,2024-04-04 02:17:21,1186.77,16.44,Delivered
4177,99,1,103,2023-02-01 12:02:32,,954.16,13.87,Cancelled
4178,45,5,94,2023-04-28 08:43:56,2023-04-28 09:19:56,936.46,36.44,Delivered
4179,922,84,200,2024-10-09 08:47:41,2024-10-09 09:44:41,904.14,48.33,Delivered
4180,613,3,86,2024-10-20 01:47:09,2024-10-20 02:23:09,751.78,45.16,Delivered
4181,636,55,25,2023-03-29 19:40:12,2023-03-29 20:37:12,386.11,55.18,Delivered
4182,199,6,80,2024-11-04 16:30:55,,971.07,33.96,Cancelled
4183,737,47,32,2023-06-21 12:28:54,2023-06-21 12:53:54,687.91,10.54,Delivered
4184,919,18,28,2023-11-08 19:38:05,2023-11-08 21:08:05,914.5,24.38,Delivered
4185,206,59,29,2023-08-08 10:29:03,2023-08-08 11:46:03,419.67,51.72,Delivered
4186,252,11,157,2023-04-09 01:38:15,2023-04-09 02:54:15,480.45,49.99,Delivered
4187,436,53,90,2023-11-06 05:55:54,2023-11-06 06:20:54,329.26,20.06,Delivered
4188,424,46,87,2024-02-01 06:40:42,2024-02-01 07:02:42,674.3,17.28,Delivered
4189,340,44,39,2023-11-23 23:45:18,2023-11-24 01:03:18,1415.05,54.71,Delivered
4190,415,81,122,2024-08-03 12:21:16,2024-08-03 12:48:16,284.44,46.2,Delivered
4191,8,46,192,2024-10-18 16:29:34,2024-10-18 17:44:34,860.8,12.08,Delivered
4192,327,60,20,2024-08-23 02:20:02,2024-08-23 02:49:02,1459.49,14.16,Delivered
4193,870,50,117,2024-11-06 08:39:48,2024-11-06 09:24:48,1230.47,58.59,Delivered
4194,815,25,148,2024-09-16 01:37:59,2024-09-16 02:26:59,1159.54,55.95,Delivered
4195,886,48,70,2024-02-16 10:47:33,,1122.39,45.04,Pending
4196,892,54,85,2024-01-03 10:51:24,2024-01-03 11:18:24,1352.87,39.08,Delivered
4197,882,14,181,2024-02-15 02:52:32,2024-02-15 03:41:32,125.54,23.57,Delivered
4198,272,53,192,2024-02-15 08:36:35,2024-02-15 09:38:35,971.87,44.21,Delivered
4199,588,4,37,2024-07-13 19:38:40,2024-07-13 20:02:40,512.51,52.81,Delivered
4200,67,42,182,2023-08-25 17:32:22,2023-08-25 19:01:22,796.28,48.95,Delivered
4201,622,29,49,2023-08-09 22:13:08,2023-08-09 23:23:08,1180.06,46.17,Delivered
4202,427,26,196,2023-07-04 22:48:16,2023-07-04 23:08:16,528.31,45.43,Delivered
4203,310,25,120,2024-06-28 03:19:59,,84.12,50.98,Cancelled
4204,123,52,198,2023-07-24 16:52:15,2023-07-24 17:41:15,720.19,32.45,Delivered
4205,151,13,119,2023-01-09 07:54:35,2023-01-09 08:48:35,705.99,15.57,Delivered
4206,721,90,160,2023-05-12 17:53:23,2023-05-12 19:23:23,1355.9,51.73,Delivered
4207,218,81,145,2024-08-01 13:00:40,,211.4,42.1,Cancelled
4208,384,49,136,2023-03-26 05:28:53,2023-03-26 06:46:53,617.6,32.22,Delivered
4209,619,13,127,2024-07-28 09:13:04,2024-07-28 10:03:04,1454.38,48.71,Delivered
4210,782,90,18,2023-02-14 10:23:01,2023-02-14 11:27:01,1103.97,54.62,Delivered
4211,794,49,156,2024-08-20 08:39:15,2024-08-20 10:09:15,348.67,45.87,Delivered
4212,603,28,97,2023-08-12 07:48:22,2023-08-12 09:11:22,119.66,40.11,Delivered
4213,741,39,12,2023-10-27 14:06:04,2023-10-27 15:10:04,1079.97,50.07,Delivered
4214,891,46,39,2024-07-28 19:32:49,2024-07-28 20:34:49,890.73,56.57,Delivered
4215,22,85,128,2024-10-24 03:36:02,2024-10-24 04:44:02,1308.31,10.34,Delivered
4216,185,2,121,2024-02-22 20:45:39,2024-02-22 21:46:39,684.04,42.63,Delivered
4217,461,15,149,2024-05-28 21:49:37,,663.15,48.0,Pending
4218,851,81,169,2023-10-25 12:06:11,,252.22,31.81,Cancelled
4219,21,95,31,2023-01-21 11:56:12,2023-01-21 12:44:12,699.13,10.16,Delivered
4220,604,36,147,2023-01-03 17:01:26,,1008.23,12.45,Cancelled
4221,140,64,177,2023-11-12 12:25:16,,828.88,27.24,Cancelled
4222,685,86,177,2024-02-11 21:53:00,2024-02-11 23:12:00,740.21,34.55,Delivered
4223,51,11,72,2024-06-05 04:48:17,2024-06-05 06:07:17,270.47,29.28,Delivered
4224,982,13,27,2024-03-13 10:12:55,2024-03-13 11:14:55,686.06,42.8,Delivered
